#{"t_start": 1707846835.9059122, "env_id": "None"}
r,l,t
-33.0,44,0.116569
-22.0,33,0.16643
-232.0,238,0.511086
-121.0,127,0.725723
-81.0,87,0.849857
-146.0,152,1.064824
-41.0,52,1.14044
-54.0,60,1.227017
-168.0,174,1.478583
-113.0,124,1.65734
-44.0,55,1.735596
-107.0,118,1.903927
-35.0,46,1.973671
-100.0,106,2.129074
-23.0,29,2.17357
-21.0,32,2.222585
-131.0,142,2.449111
-49.0,60,2.545236
-87.0,98,2.698177
-92.0,98,2.835382
-12.0,18,2.862103
-58.0,69,2.96002
-197.0,203,4.882591
-177.0,183,5.136968
-49.0,60,5.22404
-77.0,83,5.34303
-20.0,31,5.388463
-27.0,38,5.443103
-25.0,31,5.486677
-110.0,121,5.65731
-84.0,90,5.78834
-26.0,32,5.833769
-177.0,188,6.103865
-37.0,48,6.173355
-17.0,23,6.212654
-55.0,61,6.300391
-16.0,22,6.331049
-18.0,29,6.372824
-36.0,42,6.434288
-76.0,82,6.553706
-91.0,102,6.700352
-145.0,151,6.914776
-75.0,86,7.038545
-93.0,104,7.187388
-96.0,107,7.349991
-232.0,243,9.220775
-25.0,31,9.267204
-75.0,81,9.379764
-99.0,110,9.535977
-106.0,117,9.711015
-66.0,77,9.830188
-41.0,52,9.911568
-14.0,25,9.94765
-164.0,175,10.206725
-13.0,19,10.233536
-5.0,11,10.249723
-56.0,67,10.348041
-26.0,37,10.402807
-29.0,35,10.450005
-76.0,82,10.566461
-137.0,148,10.771439
-50.0,61,10.858145
-25.0,36,10.907542
-69.0,80,11.022983
-121.0,132,11.203967
-47.0,58,11.28672
-46.0,57,11.370458
-20.0,26,11.405518
-285.0,296,11.837377
-83.0,89,11.961728
-54.0,65,12.057352
-19.0,30,12.10341
5.0,6,12.112307
-59.0,65,13.733859
-23.0,34,13.785327
-68.0,74,13.88996
-46.0,52,13.961785
-102.0,113,14.121665
-104.0,115,14.281912
-51.0,62,14.371475
-192.0,203,14.654888
-48.0,59,14.73898
-114.0,125,14.913369
-64.0,75,15.020255
-12.0,23,15.053803
-106.0,117,15.217172
-74.0,80,15.328577
-90.0,96,15.465182
-30.0,41,15.522074
-129.0,140,15.717595
-80.0,91,15.844104
-58.0,69,15.940591
-33.0,44,16.00368
-66.0,77,16.110751
-39.0,50,16.177638
-76.0,87,16.301482
-82.0,88,16.42604
-66.0,77,16.531533
-70.0,81,18.129006
-66.0,77,18.236419
-50.0,56,18.314573
-25.0,36,18.364703
-52.0,58,18.447522
-102.0,113,18.608749
-324.0,330,19.061801
-33.0,44,19.120965
-75.0,86,19.242249
-108.0,114,19.396553
-69.0,75,19.499813
-174.0,185,19.752302
-10.0,21,19.784169
-67.0,78,19.892617
-49.0,55,19.966006
-53.0,59,20.050129
-60.0,66,20.141949
-90.0,96,20.274442
-37.0,43,20.33575
-20.0,31,20.376869
-57.0,63,20.465431
-50.0,61,20.643768
-240.0,246,22.528225
0.0,6,22.53635
-90.0,96,22.667472
8.0,3,22.671626
