#{"t_start": 1708345090.331247, "env_id": "None"}
r,l,t
-131.0,142,0.269547
-183.0,189,0.538731
-393.0,404,1.083937
-84.0,95,1.272941
-796.0,807,2.526971
-139.0,150,2.776678
-75.0,86,2.904189
-36.0,47,2.977431
-247.0,258,4.972865
-117.0,128,5.161662
-370.0,376,5.731932
-117.0,128,5.924482
-216.0,227,6.250393
-364.0,375,6.786867
-276.0,282,7.186257
-375.0,386,7.742608
-161.0,167,9.34938
-144.0,155,9.562194
-95.0,106,9.697897
-130.0,136,9.875088
-105.0,111,10.019332
-224.0,230,10.307774
-325.0,336,10.757948
-174.0,185,10.988214
-67.0,73,11.078448
-504.0,510,11.805255
-112.0,118,13.253729
-404.0,410,13.801999
-173.0,184,14.035936
-94.0,105,14.168006
-122.0,133,14.337481
-24.0,35,14.38182
-61.0,67,14.473385
-29.0,35,14.523033
-222.0,228,14.805177
-81.0,92,14.924594
-107.0,113,15.111629
-78.0,89,15.225017
-110.0,116,15.382805
-151.0,162,15.604217
-172.0,183,15.855404
-318.0,324,17.961907
-175.0,181,18.236963
-177.0,188,18.509467
-55.0,66,18.608108
-109.0,120,18.788615
-157.0,168,19.02666
-147.0,158,19.258706
-233.0,244,19.605725
-184.0,195,19.88624
-107.0,113,20.059288
-109.0,115,20.308933
-350.0,356,22.294912
-243.0,254,22.632454
-144.0,155,22.836308
-119.0,130,23.002296
-63.0,74,23.100399
-82.0,88,23.215103
-138.0,144,23.397236
-115.0,121,23.555896
-112.0,118,23.721314
-250.0,261,24.098547
-302.0,313,24.679616
-230.0,236,25.032131
-247.0,258,26.982929
-75.0,86,27.114077
-72.0,83,27.232604
-31.0,42,27.300025
-336.0,347,27.86174
-365.0,376,28.389364
-76.0,87,28.511269
-234.0,240,28.857385
-392.0,403,29.43206
-128.0,139,30.989475
-238.0,249,31.307105
-340.0,346,31.744016
-77.0,83,31.850026
-139.0,150,32.04869
-90.0,96,32.171875
-115.0,121,32.329203
-132.0,143,32.514796
-298.0,309,32.918217
-298.0,304,33.307474
-77.0,83,33.412168
-186.0,197,34.984672
-253.0,259,35.376082
-142.0,153,35.613602
-386.0,397,36.255852
-137.0,148,36.475835
-171.0,182,36.750706
-30.0,36,36.804187
-175.0,186,37.081905
-92.0,98,37.242608
-166.0,172,37.526075
-78.0,84,37.657812
-700.0,711,40.450467
-86.0,92,40.594035
-105.0,116,40.790923
-108.0,119,40.993034
-83.0,94,41.148447
-198.0,204,41.482397
-132.0,138,41.712895
-107.0,118,41.908172
-169.0,180,42.210198
-27.0,33,42.264413
-140.0,151,42.548216
-93.0,99,42.708904
-351.0,362,44.8896
-183.0,194,45.204374
-179.0,190,45.527631
-287.0,298,46.023549
-74.0,85,46.170861
-252.0,263,46.622389
-299.0,305,47.146662
-273.0,284,47.633966
-132.0,138,47.892428
-207.0,218,50.212681
-125.0,136,50.535525
-57.0,68,50.66176
-173.0,179,50.984521
-373.0,384,51.669241
-118.0,129,51.90841
-71.0,77,52.046455
-350.0,361,52.724394
-171.0,182,53.054411
-196.0,207,53.434142
-86.0,97,53.618056
-108.0,114,53.822682
-306.0,312,56.407842
-389.0,400,57.202476
-73.0,84,57.377973
-463.0,469,58.421503
-132.0,143,58.758515
-92.0,103,58.958678
-412.0,418,59.859106
-240.0,251,62.444779
-187.0,198,62.82357
-261.0,272,63.331658
-103.0,109,63.547325
-73.0,84,63.709086
-77.0,88,63.87011
-218.0,229,64.359341
-200.0,211,64.776929
-166.0,177,65.116982
-40.0,51,65.207856
-558.0,569,66.222732
-117.0,123,68.31754
-168.0,179,68.637624
-185.0,196,68.97969
-248.0,259,69.436005
-82.0,93,69.595935
-111.0,117,69.808967
-258.0,269,70.272466
-148.0,159,70.553085
-87.0,98,70.719554
-223.0,229,71.097023
-460.0,471,73.553445
-210.0,221,73.915001
-127.0,138,74.1419
-136.0,142,74.3932
-144.0,155,74.652405
-101.0,112,74.835496
-75.0,86,74.978331
-306.0,312,75.497548
-129.0,135,75.716524
-53.0,64,75.81846
-108.0,119,76.013272
-153.0,159,76.290909
-97.0,103,76.449349
-134.0,145,76.684628
-249.0,260,78.653356
-119.0,130,78.856152
-154.0,165,79.097979
-148.0,154,79.330237
-207.0,218,79.642653
-48.0,54,79.723153
-161.0,167,79.96411
-148.0,159,80.195886
-112.0,123,80.377697
-156.0,167,80.623294
-172.0,183,80.88071
-194.0,205,81.175741
-85.0,96,81.314494
-71.0,77,82.853631
-141.0,152,83.064929
-72.0,78,83.172628
-151.0,157,83.432456
-131.0,142,83.628618
-129.0,140,83.822633
-256.0,267,84.188662
-243.0,249,84.524809
-260.0,271,84.899955
-119.0,130,85.078578
-148.0,159,85.297618
-77.0,88,85.424473
-120.0,126,85.600179
-138.0,149,87.146022
-80.0,91,87.271601
-258.0,264,87.622783
-74.0,80,87.731541
-37.0,43,87.790112
-138.0,149,87.991373
-141.0,152,88.196973
-21.0,32,88.238492
-61.0,72,88.3383
-124.0,135,88.520208
-102.0,108,88.664509
-74.0,80,88.772874
-49.0,55,88.852157
-46.0,52,88.923055
-92.0,98,89.054865
-144.0,150,89.253737
-254.0,265,89.592069
-80.0,91,89.711036
-52.0,63,91.072449
-78.0,84,91.182213
-170.0,176,91.404492
-122.0,133,91.574911
-101.0,107,91.707954
-267.0,278,92.048948
-77.0,83,92.153621
-52.0,63,92.233901
-94.0,100,92.359247
-135.0,146,92.562261
-94.0,105,92.697876
-163.0,174,92.917469
-84.0,95,93.035534
-169.0,180,93.266692
-72.0,78,93.364188
-84.0,95,93.48658
-137.0,143,94.928337
-64.0,75,95.024514
-42.0,53,95.089903
1.0,10,95.103031
-161.0,172,95.33534
-212.0,218,95.626554
-101.0,107,95.772726
-104.0,110,95.937695
-295.0,306,96.354567
-141.0,147,96.557344
-207.0,213,96.836321
-148.0,159,97.066828
-109.0,120,97.257674
-54.0,60,97.357021
-164.0,175,97.637097
-172.0,183,99.37904
-125.0,131,99.581466
-234.0,240,99.935426
-79.0,90,100.068472
-106.0,117,100.240494
-81.0,87,100.369881
-8.0,19,100.397332
-149.0,160,100.671067
-185.0,196,100.972253
-120.0,126,101.155294
-131.0,142,101.355443
-124.0,135,101.554496
-38.0,49,101.622606
-90.0,101,101.775406
-76.0,82,101.892121
-159.0,170,102.130418
-108.0,119,103.686398
-332.0,338,104.146451
-73.0,79,104.256384
-84.0,90,104.382511
-65.0,76,104.488908
-66.0,77,104.597628
-73.0,79,104.711001
-69.0,75,104.815219
-31.0,37,104.865964
-33.0,44,104.927427
-41.0,52,105.001584
-93.0,104,105.14728
-110.0,121,105.316335
-76.0,87,105.443071
-97.0,108,105.59337
-53.0,59,105.676806
-126.0,132,105.857875
-94.0,105,106.006254
-174.0,185,106.262049
-44.0,50,106.328007
-68.0,79,106.442467
-167.0,178,108.075286
-80.0,91,108.199393
-223.0,234,108.511574
-89.0,95,108.671318
-49.0,60,108.751833
-235.0,246,109.092308
-33.0,44,109.154991
-103.0,114,109.31139
-38.0,44,109.37019
-134.0,140,109.57604
-75.0,81,109.709912
-81.0,92,109.875783
-89.0,100,110.024647
-114.0,120,110.195286
-77.0,83,110.309026
-61.0,67,110.406838
-201.0,212,110.679711
-135.0,146,112.200298
-124.0,130,112.37429
-53.0,64,112.457646
-151.0,162,112.671105
-142.0,153,112.869115
-184.0,195,113.123077
-80.0,91,113.251852
-117.0,123,113.442207
-115.0,126,113.615517
-81.0,92,113.76855
-126.0,137,113.972282
-73.0,84,114.099623
-138.0,144,114.308818
-88.0,99,114.458884
-147.0,158,114.686673
-23.0,29,114.727517
-78.0,84,114.84915
-44.0,55,114.933485
-34.0,40,114.992712
-61.0,67,116.781628
-72.0,83,116.914376
-87.0,98,117.066538
-35.0,41,117.130878
-54.0,65,117.236365
-28.0,34,117.286611
-201.0,207,117.604898
-34.0,40,117.672385
-75.0,81,117.79339
-137.0,148,118.013607
-57.0,63,118.127768
-79.0,85,118.286445
-77.0,83,118.414916
-52.0,63,118.513961
-96.0,107,118.685557
-55.0,66,118.793428
-79.0,90,118.941095
-72.0,83,119.071187
-69.0,80,119.19791
-239.0,250,119.591354
-110.0,116,119.769382
-85.0,96,119.921922
-80.0,86,121.789416
-103.0,109,121.959133
-30.0,36,122.012588
-43.0,49,122.088523
-59.0,65,122.187678
-64.0,75,122.313028
-102.0,113,122.496829
-92.0,98,122.649923
-59.0,70,122.779532
-150.0,161,123.063354
-65.0,71,123.180012
-69.0,80,123.312624
-61.0,67,123.430219
-74.0,85,123.580208
-47.0,53,123.671547
-163.0,174,123.965468
-157.0,163,124.227546
-22.0,28,124.273207
-117.0,128,124.48402
-57.0,68,124.594136
-64.0,70,124.70808
-70.0,76,124.83969
-69.0,80,124.972171
-30.0,36,125.034681
-58.0,64,126.765317
-50.0,56,126.852363
-40.0,46,126.929751
-38.0,44,126.995515
-129.0,135,127.195841
-173.0,179,127.468386
-84.0,90,127.602045
-105.0,116,127.774587
-13.0,24,127.808041
-80.0,86,127.934741
-37.0,48,128.006351
-50.0,56,128.087067
-71.0,82,128.210476
-132.0,143,128.418057
-65.0,71,128.521075
-21.0,27,128.560739
-65.0,76,128.671178
-156.0,162,128.911068
-101.0,112,129.07603
-93.0,99,129.217288
-28.0,39,129.272766
-36.0,47,129.340662
-138.0,144,129.542775
-69.0,80,129.655851
-82.0,93,131.168398
-35.0,41,131.225488
-66.0,72,131.323021
-77.0,88,131.445006
-51.0,57,131.519909
-58.0,64,131.608962
-88.0,94,131.737024
-64.0,75,131.839486
-91.0,97,131.973066
-58.0,69,132.067151
-113.0,124,132.288266
-18.0,24,132.319776
-77.0,88,132.441326
-45.0,51,132.512462
-94.0,100,132.646284
-44.0,55,132.72326
-54.0,60,132.804739
-80.0,86,132.922275
-36.0,47,132.984799
-50.0,56,133.061595
-26.0,32,133.103421
-91.0,97,133.233388
-54.0,60,133.310154
-56.0,62,133.390474
-47.0,58,133.466318
-31.0,37,133.514497
-134.0,145,133.703442
-48.0,54,133.778564
-155.0,166,135.276533
-83.0,89,135.390095
-144.0,155,135.589659
-92.0,103,135.727535
-66.0,72,135.820465
-64.0,75,135.922575
-74.0,85,136.04963
-135.0,146,136.236992
-73.0,84,136.346049
-83.0,89,136.459758
-98.0,104,136.598399
-55.0,66,136.688525
-39.0,50,136.759963
-57.0,63,136.851043
-42.0,53,136.927287
-62.0,68,137.017123
-40.0,51,137.080877
-66.0,77,137.181786
-140.0,151,137.380767
-61.0,67,137.472288
-89.0,95,137.597813
-46.0,52,137.665379
-36.0,47,137.723752
-69.0,75,137.820789
-60.0,71,137.914292
-94.0,105,139.389649
-129.0,135,139.561574
-47.0,58,139.638282
-128.0,139,139.814755
-101.0,112,139.960883
-63.0,69,140.047295
-48.0,54,140.120689
-30.0,36,140.169822
-81.0,87,140.283515
-52.0,63,140.363818
-130.0,136,140.538621
-86.0,92,140.661414
-82.0,93,140.787685
-95.0,106,140.932707
-45.0,56,141.011655
-55.0,61,141.100768
-107.0,118,141.279648
-185.0,196,141.597282
-100.0,111,141.771336
-95.0,101,141.913172
-106.0,112,142.075989
-31.0,37,143.78609
-61.0,67,143.894322
-43.0,49,143.967609
-20.0,31,144.013532
-67.0,78,144.135063
-18.0,29,144.187242
-37.0,48,144.268363
-56.0,62,144.376731
-33.0,39,144.447651
-58.0,69,144.551736
-19.0,25,144.589316
-30.0,41,144.651957
-67.0,78,144.766816
-26.0,37,144.826074
-91.0,102,144.986908
-55.0,61,145.080823
-66.0,72,145.19783
-89.0,95,145.344811
-75.0,86,145.481862
-51.0,57,145.564244
-51.0,57,145.651438
-60.0,66,145.747997
-47.0,53,145.833818
-70.0,81,145.964267
-37.0,48,146.039404
-55.0,66,146.135476
-64.0,70,146.241561
-71.0,82,146.368123
-33.0,39,146.42749
-71.0,77,146.545481
-55.0,61,146.639024
-55.0,66,146.736279
-97.0,108,146.894483
-67.0,73,148.509374
-24.0,30,148.562711
-78.0,89,148.694331
