#{"t_start": 1708272653.6206741, "env_id": "None"}
r,l,t
-3.0,14,0.06111
-61.0,72,0.139851
-19.0,25,0.165286
-68.0,74,0.24554
-50.0,61,0.31059
-13.0,24,0.335813
-92.0,98,0.439941
-28.0,39,0.484515
-13.0,19,0.504443
-76.0,87,0.599598
-134.0,140,0.746607
-77.0,83,0.834012
-34.0,40,0.879051
9.0,2,0.881278
-14.0,20,0.902295
-43.0,54,0.955684
-115.0,126,1.094185
-21.0,27,1.12132
-48.0,59,1.190367
-86.0,97,1.2938
-34.0,40,1.335714
-68.0,79,1.418287
-124.0,130,1.55197
-18.0,24,1.576174
-36.0,47,1.626972
-82.0,93,1.72908
-38.0,44,1.774461
-50.0,61,1.838816
-89.0,100,1.944359
-27.0,33,1.978244
-4.0,15,1.993343
-39.0,50,2.045692
-24.0,35,2.079099
-75.0,86,2.166242
-19.0,25,2.192142
-22.0,33,3.647703
-138.0,144,3.797919
-142.0,153,3.964561
-21.0,27,3.99441
-67.0,73,4.079647
-29.0,35,4.117726
-245.0,256,4.390013
-230.0,236,4.63912
-103.0,114,4.763787
-92.0,103,4.878665
-33.0,39,4.918963
-21.0,27,4.945285
-101.0,107,5.056832
-45.0,51,5.111608
-131.0,142,5.256196
-50.0,61,5.315933
-64.0,75,5.386395
-113.0,124,5.509945
-67.0,78,5.581705
-302.0,308,7.280008
-16.0,27,7.308388
-52.0,63,7.375895
-36.0,42,7.418886
-6.0,12,7.431114
-78.0,89,7.531383
-113.0,124,7.668539
-44.0,50,7.72761
-17.0,28,7.758132
-34.0,45,7.804412
-30.0,41,7.844717
-225.0,236,8.105656
0.0,11,8.118212
-78.0,89,8.235929
-50.0,56,8.298352
-50.0,56,8.361972
-47.0,58,8.429076
-113.0,119,8.563388
-76.0,82,8.652973
-52.0,58,8.71228
-253.0,259,8.978755
-114.0,125,9.113121
-64.0,75,9.197109
8.0,3,9.200607
-23.0,34,9.239298
-19.0,30,9.278334
-52.0,63,9.349226
-38.0,44,9.400748
-24.0,35,10.766806
-172.0,183,10.960591
-67.0,78,11.046076
-7.0,18,11.065023
-72.0,83,11.164883
-47.0,53,11.228685
-107.0,113,11.361528
-17.0,23,11.386699
-49.0,55,11.451578
-25.0,31,11.486386
-52.0,58,11.550908
-12.0,23,11.577683
-14.0,25,11.60392
-82.0,93,11.70999
1.0,10,11.720351
-2.0,8,11.729885
-64.0,75,11.813209
-195.0,206,12.035036
-52.0,58,12.095717
-45.0,56,12.152711
-51.0,57,12.215347
-97.0,103,12.327161
