#{"t_start": 1708333847.243273, "env_id": "None"}
r,l,t
-50.0,61,0.1654
-50.0,56,0.233716
-75.0,86,0.330458
-40.0,51,0.392944
-78.0,89,0.493027
-31.0,42,0.536565
-264.0,270,0.815245
-29.0,40,0.861777
-76.0,87,0.949892
-120.0,126,1.081449
-170.0,181,1.263747
-5.0,11,1.274306
-5.0,11,1.285218
-229.0,240,1.523521
-36.0,47,1.576546
-12.0,18,1.596247
-66.0,77,1.684228
-17.0,28,1.714062
-36.0,47,1.767006
-40.0,46,1.814022
-17.0,28,1.845477
-57.0,68,1.912447
-28.0,34,1.948691
-97.0,103,2.051458
-54.0,65,2.11746
-14.0,20,2.137481
-2.0,8,2.148315
-24.0,30,2.177942
-31.0,37,2.217048
-91.0,102,3.519684
-32.0,38,3.557416
-57.0,68,3.626082
-30.0,36,3.662391
-150.0,161,3.851361
-29.0,35,3.893138
-80.0,86,3.990211
8.0,3,3.9933
-164.0,175,4.19198
-83.0,89,4.299654
-69.0,80,4.387637
-68.0,74,4.46906
-93.0,99,4.606646
-95.0,106,4.744637
-23.0,29,4.782671
-245.0,251,5.102513
-13.0,24,5.132738
-133.0,144,5.325758
-8.0,19,5.349181
-24.0,30,5.387651
-31.0,42,5.444595
-66.0,72,5.542376
-139.0,145,5.743995
-28.0,39,5.794996
-31.0,37,5.84596
-63.0,74,5.938369
-30.0,41,7.454277
-29.0,35,7.505642
-40.0,51,7.570767
-46.0,52,7.635779
-48.0,54,7.700943
-55.0,61,7.775953
-33.0,39,7.822784
-69.0,75,7.911244
-28.0,34,7.949291
-50.0,61,8.021811
-174.0,180,8.230961
-10.0,16,8.25024
-147.0,153,8.447284
-47.0,53,8.517431
-62.0,73,8.610565
-88.0,99,8.733091
-69.0,80,8.828717
-68.0,79,8.924167
-38.0,49,8.988442
-41.0,52,9.050893
-39.0,50,9.112222
-67.0,73,9.195216
-157.0,168,9.385983
-300.0,311,9.750325
-25.0,31,9.784783
-64.0,75,9.875359
-33.0,39,11.298171
-147.0,158,11.472743
-156.0,162,11.651533
-47.0,58,11.718651
-278.0,284,12.023127
-90.0,96,12.120031
-81.0,92,12.218395
9.0,2,12.220571
-26.0,37,12.262118
-47.0,53,12.317757
-91.0,102,12.426257
-57.0,63,12.496558
-65.0,76,12.587874
-21.0,27,12.618849
-42.0,53,12.675459
-57.0,68,12.743792
-32.0,43,12.792497
-22.0,28,12.821489
-99.0,105,12.929602
-21.0,27,12.956754
-39.0,50,13.01135
-29.0,35,13.047493
-126.0,132,13.191716
-89.0,100,13.297118
-14.0,25,13.322915
-31.0,37,13.360114
-45.0,51,13.411782
-44.0,55,13.466397
-57.0,63,14.723929
-21.0,32,14.762053
-61.0,67,14.837912
-112.0,123,14.989829
-64.0,75,15.080051
-12.0,23,15.108507
-64.0,75,15.195802
-8.0,14,15.212171
-76.0,87,15.314177
-15.0,26,15.345223
-48.0,54,15.41178
-54.0,60,15.481072
-48.0,59,15.549493
-43.0,54,15.613039
-21.0,27,15.644347
-9.0,20,15.667654
-48.0,54,15.73629
-108.0,119,15.899841
-203.0,214,16.176917
-82.0,93,16.294445
-11.0,22,16.319974
-10.0,16,16.341259
-49.0,55,16.405773
-26.0,32,16.447368
-9.0,15,16.465663
-32.0,43,16.519384
8.0,3,16.523073
-4.0,10,16.536002
-98.0,104,16.672951
-15.0,21,16.699728
-76.0,82,16.800064
-60.0,66,16.880663
-19.0,25,16.985976
-77.0,83,17.092965
-35.0,41,17.141936
-117.0,128,18.699996
-108.0,114,18.832958
-47.0,53,18.899263
-58.0,64,18.974475
-48.0,59,19.041763
-23.0,29,19.075287
-76.0,82,19.171633
-17.0,23,19.200372
-80.0,86,19.308844
-13.0,19,19.333271
-24.0,30,19.369403
-53.0,64,19.449598
-22.0,28,19.486328
-59.0,65,19.571073
-18.0,24,19.601213
-44.0,50,19.669869
0.0,11,19.685384
-87.0,98,19.806381
-46.0,52,19.874074
-41.0,47,19.934436
-72.0,78,20.025259
-1.0,12,20.042879
-69.0,80,20.147369
-43.0,54,20.283549
-90.0,101,20.437378
-52.0,63,20.513787
9.0,2,20.516168
-18.0,29,20.553143
-43.0,54,20.616585
-113.0,124,20.774288
-67.0,73,20.873095
-73.0,79,20.976756
-5.0,11,20.996538
-40.0,51,21.071555
